id,name,commander,capital_only,hp,prot,mr,mor,str,att,def,prec,enc,mapmove,ap,size,ressize,basecost,rcost,reclimit,rt,leader,undeadleader,magicleader,startage,maxage,F,A,W,E,S,D,N,G,B,H,rand1,nbr1,link1,mask1,rand2,nbr2,link2,mask2,rand3,nbr3,link3,mask3,rand4,nbr4,link4,mask4,wpn1,wpn2,wpn3,wpn4,wpn5,wpn6,wpn7,armor1,armor2,armor3,armor4,resources,mountmnr,reinvigoration,awe,fear,berserk,darkvision,heat,cold,poisonres,fireres,coldres,shockres,slashres,bluntres,pierceres,acidres,regeneration,iceprot,invulnerable,fireshield,banefireshield,standard,inspirational,taskmaster,beastmaster,bodyguard,supplybonus,patrolbonus,pillagebonus,siegebonus,researchbonus,castledef,stealthy,taxcollector,alch,forgebonus,nametype,keywords
1894,Minister of Magic,True,False,9,0,14,8,9,8,8,10,3,14,8,3,3,10010,1,,1,10,,,33,,,,,,,,,,,,100,1,1,3840,10,1,1,3840,,,,,,,,,501,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,121,
1895,Ceremonial Master,True,False,9,0,13,10,9,8,8,10,3,14,8,3,3,10010,1,,1,10,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,502,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,holy
1900,Imperial City Guard,False,False,10,0,10,13,10,11,11,10,3,14,12,3,3,10014,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,,,,,,,17,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,121,
1901,Medium Footman,False,False,10,0,10,10,10,10,10,10,3,14,12,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,,,,,,,7,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,
1902,Ministry Guardsman,False,False,10,0,10,11,10,11,10,10,3,14,12,3,3,10012,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,,,,,,,7,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,121,
1903,Ministry Footman,False,False,10,0,10,11,10,10,11,10,3,14,12,3,3,10012,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,7,118,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,
1904,Medium Footman,False,False,10,0,10,10,10,10,10,10,3,14,12,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,7,118,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,
1907,High Priest of the Sky,True,True,10,0,16,14,10,10,10,10,3,14,12,3,3,10010,1,,1,50,,,,,,2,,,,,,,,3,100,1,1,10880,10,1,1,11136,,,,,,,,,671,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,123,"holy, forestsurvival, flying"
1916,Veliki Knyaz,True,False,16,0,10,15,13,13,13,11,3,14,12,3,3,10010,1,,1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,14,20,,,,3516,,,,,,,,,,5,,,,,,,,,,,,1,,,,,,,,,,,,,,146,
1917,Knyaz,True,False,14,0,10,13,12,12,12,10,3,14,12,3,3,10010,1,,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,8,119,,,,3516,,,,,,,,,,5,,,,,,,,,,,,1,,,,,,,,,,,,,,146,
1918,Voivode,True,False,12,0,10,11,11,11,11,10,3,14,12,3,3,10000,1,,1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,8,119,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,146,snowmove
1919,Fivefold Angel,True,False,8,0,15,18,9,7,7,10,3,14,12,3,3,10010,1,,1,100,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,511,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,50,,,,146,"holy, stealthy, spy, snowmove"
1920,Skopets,True,False,9,0,12,16,9,9,9,10,3,14,12,3,3,10010,1,,1,50,,,,,,,,,,,,,,1,20,1,1,32768,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,40,,,,146,"holy, stealthy, snowmove"
1921,Khlyst,False,False,9,0,11,15,9,8,8,8,3,14,12,3,3,10006,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,40,,,,146,"holy, stealthy, snowmove"
1922,Grid Druzhina,False,False,11,0,10,11,10,11,11,10,3,14,12,3,3,10012,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,8,,,,,,8,118,,,,3514,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,146,
1923,Malaia Druzhina,False,False,13,0,10,13,11,12,12,10,3,14,12,3,3,10020,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,18,118,2,,,3516,,,,,,,,,,5,,,,,,,,,,,,,,,3,,,,,,,,,,,146,bodyguard
1926,Peshtsi City Guard,False,False,10,0,10,11,10,10,10,10,3,14,12,3,3,10011,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,12,118,3,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,146,snowmove
1927,Peshtsi Axeman,False,False,10,0,10,10,10,10,10,10,3,14,12,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,12,118,3,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,146,snowmove
1928,Peshtsi Spearman,False,False,10,0,10,10,10,10,10,10,3,16,13,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,7,118,3,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,146,snowmove
1929,Voi Spearman,False,False,10,0,10,8,10,9,9,9,3,12,12,3,3,10008,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,,,,,,10,119,2,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,146,snowmove
1930,Voi Axeman,False,False,10,0,10,8,10,9,9,9,3,12,12,3,3,10008,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,10,119,2,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,146,snowmove
1931,Voi Archer,False,False,10,0,10,8,10,8,8,9,3,12,12,3,3,10008,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,23,,,,,,5,119,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,146,snowmove
1932,Alchemist,True,False,10,0,13,9,10,8,8,10,4,14,12,3,3,10035,1,,1,10,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,158,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,146,
1933,Kalendologist,True,False,10,0,13,9,10,8,8,10,4,14,12,3,3,10010,1,,1,10,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,158,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,146,
1934,Occultist,True,False,10,0,13,9,10,8,8,10,4,14,12,3,3,10025,1,,1,10,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,9,,,,,,,158,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,146,
1935,Astrapelagist,True,False,10,0,13,9,10,8,8,10,4,14,12,3,3,10010,1,,1,10,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,158,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,146,
1936,Master of Names,True,False,10,0,14,9,10,8,8,10,4,14,12,3,3,10010,1,,1,10,,,,,,,,,2,,,,,,100,1,1,33152,,,,,,,,,,,,,9,,,,,,,158,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,6,,,,,,146,
1937,Starets,True,True,10,0,16,8,10,8,8,10,4,14,12,3,3,10010,1,,2,10,,,,,2,1,,,2,,,,1,,100,1,1,39168,10,1,1,35200,,,,,,,,,9,,,,,,,158,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,6,,,,,,146,
1960,Exarch,True,False,9,0,13,8,9,9,9,10,3,14,10,3,3,10010,1,,1,10,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,9,,,,,,,158,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,146,holy
1961,Eparch,True,True,9,0,14,8,9,9,9,10,3,14,10,3,3,10030,1,,1,0,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,9,,,,,,,158,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,146,holy
1963,Bakemono Scout,True,False,9,0,9,8,9,10,10,10,3,2,10,2,2,10008,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,23,,,,,,128,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,134,"forestsurvival, mountainsurvival, stealthy"
1964,Slayer Newt,True,False,12,0,11,13,11,12,12,11,3,12,12,3,3,10012,1,,1,0,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,126,126,,,,,,8,120,,,,,,,,,50,,,,15,,,,,,,,,,,,,,,,,,,,,,,65,,,,,"holy, wastesurvival, stealthy, assassin"
1965,Slayer Worm,True,False,17,0,13,14,14,13,11,9,2,12,11,3,3,10012,1,,1,0,,,,35,,,,,,,,,,1,,,,,,,,,,,,,,,,,126,126,,,,,,8,120,,,,,,,,,50,3,,,25,,,,,,,,,,,,,,,,,,,,,,,60,,,,,"holy, wastesurvival, stealthy, assassin"
1966,Slayer Anathemant,True,True,17,0,13,14,14,13,11,9,2,12,11,3,3,10020,1,,1,0,,,,35,1,,,,,,,,,2,100,1,1,4224,,,,,,,,,,,,,126,126,,,,,,8,120,,,,,,,,,50,3,,,25,,,,,,,,,,,,,,,,,,,,,,,60,,,,,"holy, wastesurvival, stealthy, assassin"
1967,Slayer Sanguine,True,True,17,0,13,14,14,13,11,9,2,12,11,3,3,10020,1,,1,0,,,,35,,,,,,,,,2,2,,,,,,,,,,,,,,,,,101,101,,,,,,8,120,,,,,,,,,50,3,,,25,,,,,,,,,,,,,,,,,,,,,,,60,,,,,"holy, wastesurvival, stealthy, assassin"
1969,Anathemant Salamander,True,False,14,0,15,13,13,10,9,9,2,12,9,3,3,10020,1,,1,50,,,,35,2,,,,,1,,,,2,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,50,3,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,"holy, wastesurvival"
1970,Anathemant Dragon,True,True,13,0,17,15,13,11,10,10,2,12,9,3,3,10020,1,,2,50,,,,35,2,,,,,1,,,,3,100,1,1,4224,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,50,3,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,"holy, wastesurvival"
1972,Warbred,False,False,22,0,8,14,15,11,9,9,2,14,13,4,4,30,1,,1,50,,,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,14,118,,,,,,,,2,50,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,101,wastesurvival
1973,Black Priest,True,True,12,0,13,11,11,8,8,10,4,14,8,3,3,10010,1,,1,50,,,,,,,,1,,,,,,2,10,1,1,3456,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,"holy, inquisitor"
1974,Black Acolyte,True,False,12,0,12,10,11,8,8,10,4,14,10,3,3,10010,1,,1,10,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,holy
1982,Priest Smith,True,True,12,0,14,9,11,10,10,10,3,2,12,3,3,10010,1,,1,10,,,,,1,,,2,,,,,,1,,,,,,,,,,,,,,,,,14,,,,,,,11,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,"holy, drainimmune"
1984,Levite Priest,True,False,9,0,13,13,9,8,8,10,3,14,10,3,3,10010,1,,1,10,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,9,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,"holy, wastesurvival"
1986,Kohen,True,False,23,1,14,10,15,9,9,10,3,16,14,4,4,10025,1,,1,10,,,,150,,,,,,,,,1,2,100,1,1,3200,,,,,,,,,,,,,9,,,,,,,158,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,148,"holy, wastesurvival"
1987,Kohen Gadol,True,True,55,2,18,16,20,12,12,10,2,16,14,7,7,10100,1,,2,100,,,,500,,,,,,,,,2,3,100,1,2,3200,10,1,1,3200,,,,,,,,,516,,,,,,,161,148,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,149,"holy, wastesurvival"
1988,Yeddeoni,True,False,23,1,14,10,15,9,9,10,3,16,14,4,4,10025,1,,1,10,,,,150,,,,1,,1,,,,,100,1,1,7296,,,,,,,,,,,,,7,,,,,,,158,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,148,wastesurvival
1989,Levite Zealot,False,False,11,0,10,14,10,10,10,10,3,14,12,3,3,10012,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,,,,,,,136,162,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,148,"holy, wastesurvival"
1990,Asherite Soldier,False,False,11,0,10,12,10,11,11,10,3,14,12,3,3,10015,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,18,162,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,
1991,Gadite Swordsman,False,False,12,0,10,11,11,10,10,10,3,14,12,3,3,10012,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,21,,,,,,101,162,2,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,wastesurvival
1992,Zebulunite Soldier,False,False,10,0,10,13,10,11,12,10,3,14,12,3,3,10013,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,,,,,,,136,162,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,"wastesurvival, formationfighter"
1993,Naphtali Spearman,False,False,10,0,10,10,10,10,10,10,3,14,12,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,21,,,,,,6,162,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,wastesurvival
1994,Reubenite Archer,False,False,10,0,10,8,10,8,8,10,3,14,12,3,3,10008,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,23,,,,,,5,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,wastesurvival
1995,Iassacharite Scout,True,False,10,0,10,7,10,10,10,10,3,14,12,3,3,10010,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,23,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,148,"forestsurvival, mountainsurvival, wastesurvival, stealthy"
1996,Benjaminite Slinger,False,False,10,0,10,10,10,11,11,12,3,14,12,3,3,10011,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,645,22,,,,,5,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,148,wastesurvival
1997,Iassacharite Sage,True,False,9,0,11,7,9,8,8,10,3,14,10,3,3,10025,1,,1,0,,,55,,,,,,,,,,,,10,1,1,3200,,,,,,,,,,,,,674,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,"holy, wastesurvival"
1999,Gittite Soldier,False,False,24,1,12,12,15,11,11,10,3,16,14,4,4,10025,1,,1,50,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,,,,,,12,162,2,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,148,wastesurvival
2000,Gibbor,False,True,38,2,13,13,19,12,12,10,3,16,16,6,6,10055,1,,1,50,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,518,,,,,,,12,135,2,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,148,"holy, wastesurvival"
2001,Seren,True,True,42,2,14,14,21,13,13,11,3,16,16,6,6,10055,1,,1,150,,,220,250,,,,,,,,,,,20,1,1,3200,,,,,,,,,,,,,518,,,,,,,163,162,164,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,149,"holy, wastesurvival"
2002,Gittite Commander,True,False,27,1,12,13,16,12,12,12,3,16,14,4,4,10025,1,,1,100,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,8,21,,,,,,12,162,2,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,148,wastesurvival
2003,Human Slinger,False,False,10,0,10,7,10,8,8,10,3,10,12,3,3,10007,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,22,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,slave
2004,Human Slave,False,False,10,0,10,7,10,8,8,10,3,10,12,3,3,10007,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,slave
2005,Edomite,False,False,21,1,11,9,14,9,9,10,3,16,14,4,4,10020,1,,1,50,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,,,,,,11,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,wastesurvival
2006,Amorite,False,False,35,2,13,11,18,11,12,10,3,16,16,6,6,10040,1,,1,50,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,519,,,,,,,11,135,2,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,149,wastesurvival
2007,Gileadite,False,False,35,2,13,13,18,11,11,10,3,16,16,6,6,10040,1,,1,50,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,12,135,2,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,149,wastesurvival
2008,Bashanite,False,False,40,2,13,14,20,11,11,10,3,16,16,6,6,10050,1,,1,50,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,12,135,2,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,149,wastesurvival
2009,Rephaite Commander,True,False,45,2,14,14,20,12,12,10,3,16,16,6,6,10040,1,,1,100,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,12,162,2,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,149,wastesurvival
2010,Edomite Scout,True,False,21,1,11,10,14,10,10,10,3,16,14,4,4,10020,1,,1,0,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,6,21,,,,,,11,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,149,"forestsurvival, mountainsurvival, wastesurvival, stealthy"
2011,Zamzummite,True,True,35,2,17,13,18,9,9,10,3,16,14,6,6,10040,1,,2,10,10,,,250,,,,1,,2,,,,1,100,1,1,5120,100,1,1,7296,,,,,,,,,7,,,,,,,158,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,149,"holy, wastesurvival, spiritsight"
2012,Abba,True,False,23,1,15,10,15,9,9,10,3,16,14,4,4,10025,1,,1,0,,,,150,,,,,,,2,,,,100,1,1,3200,,,,,,,,,,,,,7,,,,,,,158,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,50,,,,148,"wastesurvival, stealthy"
2013,Acha,True,False,23,1,15,10,15,9,9,10,3,16,14,4,4,10025,1,,1,10,,,,150,,,,,,,2,,,,,,,,,,,,,,,,,,,,7,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,wastesurvival
2014,Ammi,True,False,23,1,15,10,15,9,9,10,3,16,14,4,4,10025,1,,1,10,,,,150,,,,,,,,,,,100,1,2,3456,,,,,,,,,,,,,92,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,wastesurvival
2015,Avvite Spearman,False,False,24,1,12,12,15,11,11,10,3,16,14,4,4,10025,1,,1,50,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,,,,,,12,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,wastesurvival
2016,Qedesim,True,False,21,1,14,8,14,8,8,10,3,16,14,4,4,10025,1,,1,0,,,,150,,,,,,,,,,1,,,,,,,,,,,,,,,,,92,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,"holy, wastesurvival"
2017,Qedesot,True,False,19,1,14,10,13,8,8,10,3,16,14,4,4,10030,1,,1,10,,,,150,,,,,,,,,,1,,,,,,,,,,,,,,,,,92,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,"holy, female, wastesurvival"
2018,Horite,False,False,25,2,8,13,17,9,9,9,3,16,14,4,4,10018,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,50,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,149,"mountainsurvival, wastesurvival"
2019,Horite Champion,False,False,27,2,8,14,18,11,9,9,3,16,14,4,4,10023,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,44,,,,,,,,,,50,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,149,"mountainsurvival, wastesurvival"
2020,Horite Shaman,True,False,25,2,10,12,18,9,9,9,3,16,14,4,4,10018,1,,1,10,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,7,,,,,,,44,,,,,,,,,,50,,,,5,5,,,,,,,,,,,,,,,,,,,,-6,,,,,,149,"mountainsurvival, wastesurvival"
2021,Avvite Light Infantry,False,False,24,1,12,12,15,11,11,10,3,16,14,4,4,10025,1,,1,50,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,,,,,,6,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,wastesurvival
2022,Avvite Swordsman,False,False,24,1,12,12,15,11,11,10,3,16,14,4,4,10025,1,,1,50,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,12,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,wastesurvival
2023,Avvite Commander,True,False,27,1,12,13,16,12,12,11,3,16,14,4,4,10025,1,,1,100,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,12,162,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,wastesurvival
2024,Avvite Scout,True,False,25,1,12,12,15,11,12,11,3,16,14,4,4,10025,1,,1,0,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,6,21,,,,,,6,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,149,"forestsurvival, mountainsurvival, wastesurvival, stealthy"
2025,Sheshai Anakite,False,True,50,3,14,14,21,12,12,10,2,3,16,7,7,10100,1,,1,50,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,518,331,,,,,,12,135,2,,,,,,,2,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,149,"holy, wastesurvival"
2026,Ahiman Anakite,False,True,53,3,14,15,22,13,12,10,2,3,16,7,7,10100,1,,1,50,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,518,331,,,,,,163,135,164,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,149,"holy, wastesurvival"
2027,Adon,True,True,57,4,18,15,23,14,13,11,2,20,16,7,7,10100,1,,2,150,,,,500,,,,,,,,,,2,100,1,2,3200,,,,,,,,,,,,,518,331,,,,,,163,148,164,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,-4,,,,,,149,"holy, wastesurvival"
2028,Talmai Elder,True,True,45,2,18,13,20,11,11,10,2,16,14,7,7,10100,1,,2,100,,,495,500,,,,,,,,,,,100,1,3,3200,10,1,1,7296,,,,,,,,,92,331,,,,,,158,148,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,8,,,,,,149,"holy, wastesurvival"
2029,Kohen,True,False,35,2,15,13,18,9,9,10,3,16,14,6,6,10040,1,,1,10,10,,,250,,,,,,,,,,1,10,1,1,4096,,,,,,,,,,,,,7,,,,,,,158,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,149,"holy, wastesurvival"
2030,Rephaite Warrior,False,True,55,3,15,14,22,14,13,10,2,20,16,7,7,10080,1,,1,50,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,520,331,,,,,,12,135,2,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,149,"holy, wastesurvival, neednoteat"
2031,Melqart,True,True,69,5,18,15,24,15,14,12,2,20,18,8,8,10120,1,,2,200,,,,750,,,,,,,,,3,1,100,1,2,3200,,,,,,,,,,,,,520,331,,,,,,165,148,166,,,,,,5,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,149,"holy, wastesurvival, neednoteat"
2032,Ba'al,True,True,66,5,18,15,22,14,13,12,2,20,16,8,8,10120,1,,2,150,,,,1000,,,,,,,,,2,1,100,1,3,3200,10,1,1,35968,,,,,,,,,92,331,,,,,,158,148,,,,,,,5,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,149,"holy, wastesurvival, neednoteat"
2033,Kohen,True,False,50,4,16,13,20,11,10,10,2,20,14,7,7,10100,1,,1,100,,,,500,,,,,,,,,1,1,100,1,1,3200,,,,,,,,,,,,,516,331,,,,,,158,148,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,149,"holy, wastesurvival, neednoteat"
2034,Horite Hunter,False,False,26,2,8,13,17,10,9,9,3,16,14,4,4,10021,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,373,,,,,,44,,,,,,,,,,50,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,149,"mountainsurvival, wastesurvival"
2035,Avvite Charioteer,False,False,24,1,12,12,15,11,11,10,3,16,14,4,4,10025,1,,1,50,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,,,,,,12,20,,,,3570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,wastesurvival
2036,Avvite Horn Blower,False,False,24,1,12,12,15,9,9,10,5,16,11,4,4,10035,15,,1,50,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,6,20,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,,149,"wastesurvival, standard"
