id,name,chassis_value
2009,Rephaite Commander,34.83
2010,Edomite Scout,12.96
2011,Zamzummite,55.33
2012,Abba,18.6
2013,Acha,18.6
2014,Ammi,8.64
2015,Avvite Spearman,20.4
2016,Qedesim,19.2
2017,Qedesot,20.64
2018,Horite,14.17
2019,Horite Champion,18.6
2020,Horite Shaman,19.77
2021,Avvite Light Infantry,20.4
2022,Avvite Swordsman,15.3
2023,Avvite Commander,22.68
2024,Avvite Scout,20.2
2025,Sheshai Anakite,79.92
2026,Ahiman Anakite,85.93
2027,Adon,108.79
2028,Talmai Elder,65.12
2029,Kohen,43.33
2030,Rephaite Warrior,95.62
2031,Melqart,154.16
2032,Ba'al,133.68
2033,Kohen,77.28
2034,Horite Hunter,23.1
2035,Avvite Charioteer,20.4
2036,Avvite Horn Blower,9.18
2037,Dawn Guard,21.42
2038,Emite,21.33
2039,Malik,214.06
2040,Longdead Rephaite,15.75
2041,Longdead Rephaite,15.75
2042,Longdead Rephaite,15.75
2043,Longdead Rephaite,15.75
2044,Longdead Rephaite,15.75
2045,Ditanu,149.78
2046,Malik,269.64
2047,First Son of Anak,144.84
2048,Second Son of Anak,147.86
2049,Third Son of Anak,140.47
2050,Zebulunite Horn Blower,6.0
2051,Ophan,349.52
2052,Chayot,389.64
2053,Chayot,409.26
2054,Chayot,435.93
2055,Chayot,451.11
2056,Malakh,28.74
2057,Hashmal,99.0
2058,Arel,79.47
2059,Avvite Heavy Archer,11.02
2060,Rephaite Sage,12.54
2061,Gileadite Archer,15.05
2062,Grigori,311.97
2063,Grigori,231.81
2064,Grigori,211.62
2065,Grigori,211.62
2066,Grigori,196.62
2067,Grigori,223.02
2068,Dusk Elder,138.06
2069,Iassacharite Sibyl,7.35
2070,Sibyl of Hermon,65.64
2071,Lilot,19.68
2072,Mazzik,11.07
2073,Shed,46.8
2074,Se'ir,66.48
2075,Nephil,180.3
2076,Son of Azazel,226.02
2077,Son of Semyaza,210.3
2078,Son of Ezekiel,228.0
2079,Son of Shamshiel,210.3
2080,Son of Kokabel,228.0
2081,Son of Arakiel,228.0
2082,Son of the Fallen,172.2
2083,Forgiving Father,22.5
2084,Merciful Mother,36.36
2085,Once and Future Queen,146.98
2086,Sleeping Pillar,52.0
2087,Unsleeping,21.53
2088,Unsleeping Consort,47.4
2089,Jigami,44.53
2090,Horse-face,50.4
2091,Ox-head,53.55
2092,Shikigami,25.44
2093,Mori-no-kami,47.57
2094,Mori-no-kami,68.38
2095,Ujigami,71.4
2096,Kenzoku,82.08
2097,Yama-no-kami,132.9
2098,Monk of the Fivefold Path,14.07
2099,Tatsu,76.83
2100,Shikome,35.42
2101,Shrimp Soldier,15.6
2102,Crab General,30.19
2103,Shark Warrior,35.11
2104,Ryujin,76.18
2105,Ryujin,135.28
2106,Kaijin,101.59
2107,Troubadour,6.9
2108,Crossbowman,8.28
2109,City Guard,5.0
2110,Pikeneer,8.43
2111,Halberdier,7.67
2112,Swordsman,7.67
2113,Palace Guard,12.83
2114,Hand of Justice,23.83
2115,Royal Guard,16.4
2116,Lieutenant,8.7
2117,Imperial Commander,11.6
2118,Satyr Commander,18.2
2119,Soulless Warrior,5.0
2120,Longdead,6.77
2121,Longdead,6.77
2122,Longdead Hoplite,7.44
2123,Longdead,6.77
2124,Longdead,6.77
2125,Shadow,14.7
2126,Pygmy,5.0
2127,Forester,9.94
2128,Knight Commander of Avalon,43.12
2129,Logrian Cavalry,9.53
2130,Manticore,116.47
2131,Gryphon,59.49
2132,Leogryph,28.22
2133,Lioness,22.68
2134,Terracotta Soldier,11.44
2135,Ogre,19.8
2136,Great Boar,21.6
2137,Urmahlullu,162.6
2138,Sphinx,149.46
2139,Jarl,19.47
2140,Gode,22.47
2141,Ergi,6.63
2142,Nithing,15.57
2143,Werewolf,40.95
2144,Galdramathr,8.1
2145,Werewolf,40.95
2146,Seithberender,9.57
2147,Seithmathr,9.57
2148,Archer,5.0
2149,Gode,22.47
2150,Herse,11.48
2151,Battle Deacon,20.7
2152,Limitane Standard,8.28
2153,War Dog,8.37
2154,Satyr Commander,18.2
2155,Stymphalian Bird,5.91
2156,Centauride,22.98
2157,Centauride Warrior,27.55
2158,Centauride Hierophantide,54.84
2159,Gelatinous Cube,16.2
2160,Enkidu,11.22
2161,Enkidu Scout,12.47
2162,Enkidu,11.22
2163,Enkidu Archer,9.79
2164,Enkidu Warrior,12.47
2165,Enkidu Warrior,11.22
2166,Enkidu Chief,11.88
2167,Enkidu Shaman,39.47
2168,Enkidu Hunter,14.96
2169,Enkidu Hunter Chief,20.16
2170,Enkidu Head Hunter,21.09
2171,Enkidu Bone Reader,18.47
2172,Enkidu Soldier,11.22
2173,Enkidu Horn Blower,11.22
2174,Enkidu Spear Guard,12.47
2175,Ur-Guard,15.12
2176,Enki's Chosen,36.18
2177,Enkidu Commander,16.74
2178,Enkidu Elder,9.07
2179,Sal-Me,31.87
2180,Ishib,44.07
2181,Ensi,64.8
2182,Gala,25.32
2183,Enkidu Reaver,16.74
2184,Enkidu Slave,5.0
2185,Crocodile,15.36
2186,Sacred Crocodile,86.22
2187,Dryad,35.7
2188,Ancient One,56.0
2189,Ancient Stone Hurler,46.8
2190,Draug,37.5
2191,Draug,37.5
2192,Draugherse,51.0
2193,Draugherse,51.0
2194,Draugadrott,63.72
2195,Flayed Bull,192.6
2196,Swamp Drake,38.98
2197,Assassin,20.3
2198,Inquisitor,23.31
2199,High Inquisitor,32.1
2200,Goetic Adept,10.59
2201,Niefel Shaman,109.32
2202,Great Siddha,36.19
2203,Oni Kunshu,113.64
2204,Oni Spirit,83.9
2205,Great Sauromancer,20.22
2206,Eldest Dwarf,13.0
2207,Great Sorcerer,12.67
2208,Hunter Spider,92.28
2209,Horror Mantis,111.41
2210,Float Cat Horror,28.8
2211,Mind Slime Horror,248.05
2212,Soultorn,29.18
2213,Gore Tide Horror,195.48
2214,Spine Membrane Horror,80.71
2215,Belly Maw Horror,79.88
2216,Brass Claw Horror,57.04
2217,Worm Mage,31.11
2218,Large Beetle,7.2
2219,Forest Troll,21.06
2220,Troll Shaman,27.06
2221,Troll Seithberender,42.06
2222,Frog,5.0
2223,Large Spider,5.0
2224,Red Ant,5.0
2225,Fire Ant,19.53
2226,Killer Mantis,22.68
2227,Goat,5.0
2228,Deer,5.0
2229,Forest Giant,44.33
2230,Hill Giant,87.0
2231,Yeti,53.42
2232,Large Scorpion,5.0
2233,Giant Scorpion,5.25
2234,Irminsul,118.53
2235,Rephaite Scholar,48.54
2236,Sobek Warrior,26.32
2237,Sobek Sacred Guard,70.84
2238,Sobek General,54.04
2239,Asynja,60.84
2240,Longdead Captain,15.51
2241,Longdead Boatswain,12.3
2242,Soulless Warrior,5.0
2243,Soulless Warrior,5.0
2244,Scelerian Cultist,15.3
2245,Sorcerer of the Sands,12.67
2246,Blessed Couple,95.52
2247,Grieving Dryad,60.3
2248,Sister,9.45
2249,Nun,10.83
2250,Abbess,18.45
2251,Ancient Presence,179.95
2252,Berytian Scout,8.28
2253,Berytian Captain,8.7
2254,Berytian Militia,5.0
2255,Berytian Archer,5.0
2256,Berytian Spearman,9.2
2257,Berytian Soldier,6.9
2258,Berytian Heavy Spearman,9.53
2259,Berytian Elite Soldier,12.54
2260,Berytian Lancer,8.67
2261,Elephant Rider,5.1
2262,Colossi Warrior,34.56
2263,Mage Pilot,7.5
2264,Storm Caller,19.5
2265,Berytian Priest,17.07
2266,Bride-in-Waiting,64.2
2267,Melqart,169.16
2268,Gudu,29.07
2269,Entu,52.87
2270,Tathagata,37.62
2271,Seeker of Truths,11.34
2272,Sobek High Priest,88.22
2273,Large Lobster,6.88
2274,Soulless Bandar Warrior,5.0
2275,False Prophet,19.26
2276,Heretic,12.45
2277,Monster of Fraud,479.67
2278,Prince of Lust,190.44
2279,Warrior Scout,10.93
2286,Fiery Imp,15.04
2287,Shadow Imp,9.87
2288,Machaka Scout,8.28
2289,Rhino Clan Commander,12.76
2290,Lion Clan Commander,18.04
2291,Voice of Lion,25.47
2292,Hyena Clan Witch Doctor,20.67
2293,Bouda,32.55
2294,Werehyena,46.74
2295,Spider Clan Sorcerer,19.67
2296,Lion King,70.5
2297,Lion Queen,58.2
2298,Machaka Militia,5.0
2299,Bird Clan Archer,5.0
2300,Machaka Warrior,7.67
2301,Spider Clan Archer,5.0
2302,Spider Clan Warrior,6.9
2303,Hyena Clan Warrior,6.8
2304,Rhino Clan Warrior,9.28
2305,Lion Clan Warrior,11.7
2306,War Lion,24.3
2307,Elephant Rider,7.59
2308,Spider Rider,9.2
2309,Lion Warrior,38.4
2310,Voice of Spider,17.7
2311,Centaur Hierophant,54.15
2312,Centauride Hierophantide,54.84
2313,Raven Lord,14.52
2314,Reborn,16.8
2315,Melqart,109.04
2316,Dragon King,211.16
2317,Celestial Bureaucrat,44.25
2318,Celestial Dragon,208.16
2319,Celestial Bureaucrat,18.87
2320,Chieftain Illusion,7.8
2321,Clockwork Soldier,16.2
2322,XXX - Shark,28.35
2323,Adventurer,16.92
2324,Adventurer,21.93
2325,Adventurer,20.3
2326,Adventurer,13.2
2327,Adventurer,12.67
2328,Adventurer,12.67
2329,Adventurer,12.67
2330,Adventurer,21.3
2331,Pilgrim,13.5
2332,Adventurer,17.42
2333,Lemur Acolyte,65.4
2334,Lemur Thaumaturg,90.78
2335,Grand Lemur,138.04
2336,Spectral Principe,27.65
2337,Spectral Triarius,36.23
2338,Praetorian Spectre,39.6
2339,Shadow Triton,14.7
2340,Shadow Soldier,16.8
2341,Vanarusian Sage,5.0
2342,Vanabog,69.72
2343,Vanarusian Archer,5.0
2344,Vanarusian Huskarl,9.2
2345,Vanarusian Huskarl,8.28
2346,Vanarusian Hirdman,11.6
2347,Vanarusian Hirdman,10.44
2348,Vanarusian Hirdman,10.44
2349,Oath-Bound,28.8
2350,Chud Hirdman,20.12
2351,Werebear,38.88
2352,Chud Skinshifter,17.27
2353,Scout,8.28
2354,Vanarusian Herse,11.48
2355,Vanarusian Jarl,19.47
2356,Vanarusian Gode,22.47
2357,Chud Jarl,33.66
2358,Wormwood Witch,18.67
2359,Holy Knight,34.08
2360,Soldier of the Faith,8.43
2361,Black Witch,9.3
2362,Blackrose Sorceress,18.67
2363,Gloso,54.72
2364,Soulless Shambler,5.0
2365,Soulless War Shambler,5.0
2366,Soulless War Shambler,5.0
2367,Soulless War Shambler,5.0
2368,Gargoyle,31.32
2369,Large Shrimp,5.0
2370,Ichtysatyr Scout,9.17
2371,Ichtysatyr Scout,9.17
2372,Ichtysatyr Commander,9.17
2373,Ichtysatyr Commander,9.17
2374,Ichtycentaur Commander,18.0
2375,Ichtycentaur Commander,19.8
2376,Ichtysatyr,9.17
2377,Ichtysatyr,9.17
2378,Ichtysatyr Warrior,9.17
2379,Ichtysatyr Warrior,9.17
2380,Ichtytaur,14.0
2381,Ichtytaur,17.57
2382,Turtle Tribe Triton,7.67
2383,Shark Tribe Triton,11.23
2384,Pelagian Militia,5.0
2385,Pelagian Soldier,10.8
2386,Coral Clan Soldier,14.3
2387,Pearl Guard,31.2
2388,Merman Net Thrower,11.0
2389,Merman Net Thrower,9.63
2390,Pelagian Captain,15.6
2391,Triton Rider,14.4
2392,Aphroi Hierophant,44.6
2393,Aphroi Hierophant,49.08
2394,Sobek Sauromancer,99.84
2395,Pearl Clan Priest,21.87
2396,Pearl Mage,18.3
2397,Pearl King,123.3
2398,Elephant,30.45
2399,Aphroi Lord,50.4
2400,Aphroi Lord,58.32
2401,Aphroi,45.9
2402,Aphroi,53.04
2403,Spider Clan Witch Doctor,19.67
2404,Ichtysatyr,9.17
2405,Ichtysatyr,9.17
2406,Ichtysatyr,9.17
2407,Ichtysatyr,9.17
2408,Ichtysatyr Soldier,9.17
2409,Ichtysatyr Soldier,9.17
2410,Ichtycentaur Commander,21.45
2411,Ichtycentaur Commander,23.76
2412,Ichtytaur,14.0
2413,Ichtytaur,17.57
2414,Ichtytaur Warrior,14.0
2415,Ichtytaur Warrior,17.57
2416,Coral Clan Hoplite,15.73
2417,Merman Priest,10.8
2418,Merman Priest,9.9
2419,Mermage,7.0
2420,Mermage,6.0
2421,Amber Clan Noble,20.02
2422,Pearl Clan Priest,21.87
2423,Pearl Mage,15.3
2424,Berytian Sage,5.0
2425,Bard,9.9
2426,Bouda Father,20.55
2427,Werehyena,37.34
2428,Goetic Captain,8.7
2429,Bride of the Gods,91.2
2430,King of the City,222.8
2431,Titan of the Underworld,85.33
2432,Entu of the Moon,64.87
2433,Favored of Enki,48.33
2434,Teteo Inan,151.56
2435,Annunaki of Love and War,99.72
2436,Annunaki of the Moon,85.33
2437,Annunaki of Growth and Rebirth,78.0
2438,Annunaki of the Underworld,92.52
2439,Logrian Wise Man,9.23
2440,Sea Dragon,427.03
2441,Great Seer of the Deeps,18.67
2442,Teotl of War,94.56
2443,Teotl of the Sky,85.67
2444,Teotl of the Underworld,72.72
2445,Neter of the Underworld,109.52
2446,Neter of Kings,85.27
2447,Idol of Men,14.63
2448,Idol of Beasts,17.63
2449,Idol of Sorcery,14.63
2450,Horned One,153.72
2451,Longdead,7.44
2452,Heavy Axeman,6.9
2453,Light Archer,5.0
2454,Crossbowman,5.0
2455,Longbowman,8.28
2456,Ktonian Reanimator,17.1
2457,Bodhisattva of Mercy,55.09
2458,Dragon Girl,56.73
2459,Dragon Girl,135.24
2460,Statue of Fertility,35.1
2461,Statue of the Bloody Mother,56.1
2462,Golden Idol,24.6
2463,Statue of War,39.3
2464,Neter of the Moon,94.27
2465,Statue of War,42.24
2466,Kamadhenu,186.0
2467,Bakemono Chief,9.57
2468,Druid,23.1
2469,Fir Bolg Druid,15.83
2470,Hybrid Commander,13.65
2471,Self Proclaimed Prince,5.0
2472,Shark Tribe Brigand,9.94
2473,Hangadrottning,90.87
2474,White Wolf,23.04
2475,Standard,11.48
2476,Naga Chief,62.09
2477,Ghoul Commander,17.73
2478,Satyr Sniper,10.37
2479,Centaur Sage,33.08
2480,Dryad Hag,47.6
2481,Ettin King,49.25
2482,Troglodyte Slave,29.67
2483,Troglodyte Trainer,14.04
2484,Longdead Giant,11.6
2485,Satyr Commander,18.2
2486,Benjaminite Commander,16.63
2487,Dryad Mother,48.6
2488,XXX,11.0
2489,Ancient Wet One,43.33
2490,Ancient Wet One,48.53
2491,Engraver,21.06
2492,Great Olm,31.46
2493,Olm Sage,43.46
2494,Member of the Closed Council,105.0
2495,Member of the Closed Council,111.0
2496,Member of the Closed Council,111.0
2497,Penumbral,31.2
2498,God Vessel,298.8
2499,God Vessel,355.0
2500,God Vessel,263.23
2501,Legion of Gods,406.28
2502,Earth made Flesh,96.9
2503,Golden Pillar,35.64
2504,Zotz,5.0
2505,Camazotz,6.36
2506,Ancient Lord,58.5
2507,Defender of the Halls,8.55
2508,Shard Guard,40.53
2509,Shard Wight,36.67
2510,Lava-born,12.0
2511,Lava-born Commander,13.2
2512,Cave Cow,18.14
2513,Cave Spider,19.18
2514,Cave Crab,87.84
2520,Flame Barrel Nightmare,17.03
2521,Ktonian Alchemist,12.96
2522,Released Sage,36.11
2523,Released King,36.2
2524,Released Warrior,35.82
2525,Released One,26.79
2526,Cave Grub,26.97
2527,Olm Sage,40.15
2528,Great Olm,26.5
2529,Cave Drake,64.26
2530,Master of Alchemical Secrets,56.99
2531,Huskarl,8.28
2532,Herse,11.48
2533,Hirdman,8.7
2534,Dragon,404.41
2535,Plague Cult Leader,17.07
2536,Fellow,12.3
2537,Monk,9.45
2538,Noble,18.04
2539,Noble,10.63
2540,Blood Mage,6.67
2541,Mountain King,116.14
2542,Guhyaka General,61.14
2543,Mage of Spring,14.97
2544,Mage of Summer,14.97
2545,Mage of Autumn,14.97
2546,Mage of Winter,14.97
2547,Blizzard Warrior,16.2
2548,Iron Hail Archer,20.99
2549,Maharishi,10.2
2550,Raksharani,39.87
2551,Manushya Raksharani,33.19
2552,Ahura of Wisdom,108.0
2553,Ahura of the Oath,67.68
2554,Ahura of the Waters,73.87
2555,Spenta Mainyu,108.67
2556,Celestial Carp,109.09
2557,Airya Seraphine,25.5
2558,Kavi Archer,16.2
2559,Mairya Warrior,24.93
2560,Mairya Ahu,26.64
2561,Raptorian Warrior,8.67
2562,Fravashi,65.28
2563,Ancestral Fravashi,129.48
2564,Spire Horn Militia,5.0
2565,Spire Horn Archer,6.48
2566,Spire Horn Warrior,6.67
2567,Airya Light Infantry,6.0
2568,Airya Infantry,5.4
2569,Spire Horn Seraph,5.0
2570,Airya Seraph,15.78
2571,Raptorian Militia,5.0
2572,Raptorian Warrior,8.67
2573,Raptorian Warrior,8.67
2574,Raptorian Warrior,7.8
2575,Airya Noble,10.5
2576,Iceclad,7.8
2577,Ahu of the Kavi,49.72
2578,Yazad King,36.2
2579,Paighan,5.0
2580,Turan Infantry,7.92
2581,Turan Heavy Infantry,6.6
2582,Turan Horse Archer,8.8
2583,Turan Cavalry,8.8
2584,Savaran Cataphract,13.73
2585,Savaran Guard,21.89
2586,Turan Elephant Rider,5.0
2587,Zhayedan,34.08
2588,Turan Spahbed,21.12
2589,Airya Archer,6.48
2590,Airya Light Infantry,6.0
2591,Airya Infantry,5.4
2592,Iceclad Zhayedan,16.8
2593,Spire Horn Archer,6.48
2594,Spire Horn Warrior,6.67
2595,Airya Scout,5.4
2596,Airya Spahbed,10.5
2597,Paighan-Salar,8.58
2598,Turan Usij,15.0
2599,Karapan,21.0
2600,Dastur,33.0
2601,Turan Sorcerer,36.96
2602,Athravan,19.5
2603,Zaotar,31.5
2604,Airya Seraph,29.4
2605,Turan Shah,38.52
2606,Airya Shah,22.5
2607,Turan Athravan,15.0
2608,Azi,523.55
2609,Great Warlock,22.8
2610,Angra Mainyu,87.33
2611,Gannag Menog,94.8
2612,Daeva of Evil Intentions,145.7
2613,Daeva of Frozen Minds,145.7
2614,Daeva of Oppression,157.7
2615,Daeva of Discontent,147.3
2616,Daeva of Destruction,144.3
2617,Daeva of Aging,132.3
2618,Renegade Harab Seraph,8.4
2619,Harab Seraph,20.4
2620,Yazad of Fire,81.93
2621,Yazad of Justice,78.93
2622,Yazad of the Stars,81.93
2623,Yazad of the Sky,81.93
2624,Yazad of Water,79.32
2625,Yazad of the Earth,76.32
2626,Flame Spirit,56.4
2627,Daeva of Wrath,69.2
2628,Turan Gryphon,69.55
2629,Zhayedan Spahbed,38.48
2630,Daeva,38.37
2631,Jahi,25.56
2632,Daeva of Shooting Stars,86.44
2633,Yata,77.19
2634,Daeva of Frost and Snow,79.53
2635,Ahu,52.73
2636,Pairika,75.06
2637,Ahurani,43.32
2638,XXX - Turan Gryphon,67.07
2639,Fatherslayer,58.32
2640,Giant Shaman,53.33
2641,Giant Sorcerer,96.0
2642,Yeti Shaman,71.42
2643,Human Warrior,7.67
2644,Human Warrior,7.67
2645,Human Warrior,8.28
2646,Human Warrior,8.28
2647,Kuraka,12.67
2648,Hatun Runa,5.0
2649,Aucac Runa Spearman,8.67
2650,Aucac Runa Maceman,7.8
2651,Aucac Runa Axeman,7.8
2652,Aucac Runa Archer,7.2
2653,Sun Guard,24.42
2654,Apu,9.6
2655,Apusqispay,7.8
2656,Aclla,22.5
2657,Hurin Priest,32.4
2658,Inca,71.1
2659,Coya,57.45
2660,Mallqui,5.7
2661,Mallqui Priestess,14.7
2662,Mallqui Priest,26.7
2663,Royal Mallqui,70.6
2664,Paqo of the Mountain Spirits,11.67
2665,Paqo of the Earth Mother,9.67
2666,Runancha,8.67
2667,Condor Warrior,22.73
2668,Xibalban Warrior,5.0
2669,Xibalban Warrior,5.0
2670,Xibalban Dart Thrower,5.0
2671,Xibalban Guard,7.8
2672,Sun Guide,21.3
2673,Xibalban Scout,5.0
2674,Batab,6.24
2675,Ajaw,17.13
2676,Ajaw Kan Ek',23.16
2677,Ah K'in,15.12
2678,Chilan,18.12
2679,Ah Nakom,15.12
2680,Ah Itz,7.92
2681,Camazotz,14.13
2682,Way,15.73
2683,Jaguar,22.68
2684,Ah K'in Kan Ek',33.12
2685,Viracocha,114.84
2686,Apu Inti,125.8
2687,Large Scorpion,5.0
2688,Giant Scorpion,5.25
2689,Xibalban Scorpion,17.06
2690,Sacred Scorpion,120.06
2691,Xibalban Scorpion Trainer,5.0
2692,Halach Uinic,50.4
2693,Heavenly Condor,156.57
2694,Condor,45.36
2695,Sapa Inca,36.2
2696,Stone Huaca,65.2
2697,Huaca,37.7
2698,Apu Illapa,106.2
2699,Ayar,89.0
2700,Supaya,39.33
2701,Nazcan Longdead,6.77
2702,Nazcan Longdead,6.09
2703,Caelian Longdead,6.77
2704,Caelian Longdead,6.77
2705,Caelian Longdead,6.09
2706,Caelian Longdead,6.09
2707,Soulless Nazcan,5.0
2708,Soulless Nazcan Warrior,5.0
2709,Soulless Nazcan Warrior,5.0
2710,Soulless Nazcan Warrior,5.0
2711,Soulless Nazcan Warrior,5.0
2712,Apostate Seraph,42.78
2713,First Couple,106.67
2714,Bacab,80.4
2715,Muuch Ajaw,47.4
2716,Muuch K'uhul,46.5
2717,Ah Ha',26.16
2718,Ah Itz,13.26
2719,Camazotz,14.13
2720,Muuch Scout,7.92
2721,Muuch Militia,5.0
2722,Muuch Dart Thrower,9.5
2723,Muuch Warrior,8.8
2724,Muuch Warrior,7.92
2725,Muuch Warrior,8.8
2726,Muuch Warrior,7.92
2727,Muuch Jungle Warrior,7.92
2728,Muuch Batab,10.92
2729,Wo' Muuch,36.72
2730,Chak Muuch Dart Thrower,24.96
2731,Chak Muuch Obsidian Warrior,23.04
2732,Chak Muuch Assassin,32.76
2733,Zotz Batab,5.0
2734,Zotz Warrior,5.0
2735,Zotz Warrior,5.0
2736,Onaqui,114.53
2737,Immortal Coya,31.74
2738,Zotz Warrior,5.0
2739,Zotz Warrior,5.0
2740,Zotz Dart Thrower,5.0
2741,Zotz Guard,7.8
2742,Zotz Guard,7.8
2743,Obsidian Warrior,21.3
2744,Sak Muuch Dart Thrower,9.5
2745,Sak Muuch Warrior,8.8
2746,Sak Muuch Warrior,7.92
2747,Wo' Muuch,36.72
2748,Ah Ha',26.16
2749,Bacab,89.4
2750,Chilan,24.12
2751,Way,15.36
2752,Jaguar,22.68
2753,Ah Itz,7.92
2754,Camazotz,17.13
2755,Hun Came,77.22
2756,Bolon-ti-ku,41.88
2757,Demon of the Bone Staff,132.75
2758,Demon of the Skull Staff,132.75
2759,Demon of Pus,126.53
2760,Jaundice Demon,126.53
2761,Sweeping Demon,89.71
2762,Stabbing Demon,89.71
2763,Grandfather Earth,184.74
2764,Hun Balam,228.52
2765,Balam of the North,152.65
2766,Balam of the North,132.53
2767,Balam of the North,78.72
2768,Balam of the East,152.65
2769,Balam of the East,132.53
2770,Balam of the East,78.72
2771,Balam of the South,152.65
2772,Balam of the South,132.53
2773,Balam of the South,78.72
2774,Balam of the West,152.65
2775,Balam of the West,132.53
2776,Balam of the West,78.72
2777,Demon Macaw,100.07
2778,Chaac of the North,131.02
2779,Chaac of the East,131.02
2780,Chaac of the South,131.02
2781,Chaac of the West,131.02
2782,Batab,5.0
2783,Drakon,633.06
2784,Thrice Horned Boar,195.3
2785,Solar Eagle,186.96
2786,Celestial Gryphon,208.32
2787,Celestial Lion,218.72
2788,Man-Eater,337.37
2789,Raven of the Underworld,126.94
2790,Myrmecoleon,297.44
2791,Earth Serpent,358.68
2792,Solar Serpent,251.75
2793,Serpent of Chaos,260.1
2794,Demonic Locust,51.3
2795,Dog of the Underworld,119.31
2796,Hound of Hades,276.28
2797,Hieracosphinx,197.29
2798,Criosphinx,185.02
2799,Wadjet,215.35
2800,Ormr,273.18
2801,Linnormr,427.46
2802,Svartalf Mastersmith,14.7
2803,Linnormr,427.46
2804,Ichtyid Shaman,18.48
2805,Ichtyid Pearl Mage,8.52
2806,Wondrous,160.92
2807,Pelagian Shore Fighter,9.6
2808,Pelagian Shore Fighter,9.6
2809,Sideraspist,8.8
2810,Sideraspist,8.8
2811,Pelagian Shore Commander,9.0
2812,Pelagian Shore Commander,9.9
2813,Pelagian Explorer,6.6
2814,Pelagian Explorer,5.7
2815,Mermage,7.0
2816,Mermage,6.0
2817,Bone Tribe Hunter,10.4
2818,Bone Tribe Beast Hunter,12.76
2819,Bone Tribe Head Hunter,25.56
2820,Bone Reader,24.63
2821,Merman Hoplite,8.8
2822,Merman Hoplite,8.8
2823,Pelagian Mystic,12.6
2824,Pelagian Mystic,11.7
2825,Merman Commander,9.9
2826,Merman Commander,9.9
2827,Therodian Archer,5.0
2828,Therodian Peltast,9.2
2829,Therodian Hoplite,8.43
2830,Therodian Scout,6.12
2831,Therodian Commander,11.7
2832,Strategis,32.16
2833,Melia,37.32
2834,Hekateride,61.92
2835,Kabeiros,22.47
2836,Daktyl,31.2
2837,Korybant,19.47
2838,Saos,19.47
2839,Kourete,27.72
2840,Spectral Archer,8.06
2841,Spectral Peltast,16.56
2842,Spectral Hoplite,27.65
2843,Spectral Kourete,49.56
2844,Spectral Commander,39.01
2845,Ephor,14.04
2846,Spectral Philosopher,5.0
2847,Protogenos of the Sea,5.0
2848,Father of the Sea,5.0
2849,Father of Monsters,137.3
2850,Statue of the Underworld,41.1
2851,Titan of Winds and Waves,100.0
2852,King of Frozen Bones,29.4
2853,Ghost King,148.67
2854,Flame Jelly,5.0
2855,Floating Mind,5.0
2856,Son of the Sea,113.08
2857,Fish,6.6
2858,Large Fish,9.24
2859,Witness of the Deep,25.67
2860,Soldier of the Deep,7.67
2861,Haliade,46.2
2862,Shambler Guard,12.48
2863,Champion of the Closed Realm,23.76
2864,Champion of the Closed Realm,23.76
2865,Conqueror of the Closed Realm,30.0
2866,Conqueror of the Closed Realm,30.0
2867,Daduchos,5.0
2868,Daduchos,5.0
2869,Apostate of the Closed Realm,16.63
2870,Apostate of the Closed Realm,16.63
2871,Kabeiride,68.61
2872,Kabeiride,66.27
2873,Telkhine,104.76
2874,Telkhine,130.44
2875,Queen of the City,153.84
2876,Queen of the City,183.06
2877,Telkhine,153.84
2878,Telkhine,183.06
2879,Telkhine,132.84
2880,Telkhine,162.06
2881,Telkhine God-King,44.28
2882,Telkhine God-King,72.66
2883,Abodai,91.87
2884,Androleth,12.67
2885,Androdai,22.17
2886,Grandmother,112.11
2887,Lakam Ha' Warrior,12.1
2888,Lakam Ha' Warrior,8.8
2889,Lakam Ha' Warrior,12.1
2890,Lakam Ha' Warrior,8.8
2891,Lakam Ha' Batab,12.13
2892,Priest of All Waters,35.16
2893,Warrior of the Deep,8.43
2894,Lord of the Deep,45.5
2895,Mother of All Waters,54.36
2896,Returned,21.53
2897,Kernou Warrior,8.28
2898,Kernou Noble Warrior,9.57
2899,Kernou Cavalry,10.63
2900,Kernou Chieftain,11.55
2901,Kernou Druid,24.67
2902,Merrow Militia,5.0
2903,Merrow,7.6
2904,Merrow,7.6
2905,Merrow Chieftain,10.0
2906,Merrow Druid,21.21
2907,Ysian Militia,5.0
2908,Ysian Spearman,7.6
2909,Ysian Man at Arms,10.0
2910,Knight of Ys,13.43
2911,Knight of Ys,13.43
2912,Ysian Scout,6.84
2913,Ysian Commander,16.03
2914,Ysian Druid,21.21
2915,Morvarc'h Knight,33.2
2916,Morvarc'h Knight,33.2
2917,Morgen Champion,47.57
2918,Morgen Champion,47.57
2919,Morgen Princess,59.57
2920,Morgen Princess,59.57
2921,Morgen Sorceress,69.43
2922,Morgen High Queen,24.33
2923,Ysian Infantry,7.6
2924,Queen of the North,105.47
2925,Queen of the North,105.47
2926,Morgen Queen,110.17
2927,Morgen Queen,110.17
2928,Swanherd,14.0
2929,Swan,5.0
2930,Hooded Spirit,81.9
2931,Knight Commander of Ys,17.27
2932,Knight Commander of Ys,17.27
2933,Enkidu,11.22
2934,Enkidu Scout,13.46
2935,Enkidu Archer,9.79
2936,Enkidu Spearman,12.47
